user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6
1,0,12,1,0.389,0.0,0.086,0.034,0.043,0.351,0.097
2,0,12,1,0.75,0.093,0.0,0.023,0.031,0.06,0.043
3,0,12,1,0.721,0.079,0.079,0.0,0.047,0.031,0.043
4,0,12,2,0.45,0.101,0.104,0.124,0.0,0.121,0.099
5,6,12,2,0.376,0.043,0.041,0.001,0.046,0.0,0.493
6,0,12,1,0.557,0.024,0.317,0.054,0.021,0.026,0.0
1,0,13,1,0.619,0.0,0.054,0.064,0.04,0.064,0.159
2,0,13,1,0.8170000000000001,0.066,0.0,0.016,0.027,0.043,0.031
3,0,13,1,0.763,0.046,0.103,0.0,0.041,0.019,0.029
4,0,13,2,0.511,0.111,0.093,0.124,0.0,0.043,0.117
5,0,13,2,0.463,0.09,0.056,0.014,0.063,0.0,0.314
6,0,13,1,0.826,0.033,0.04,0.043,0.021,0.037,0.0
1,6,14,1,0.154,0.0,0.074,0.064,0.0,0.014,0.693
2,0,14,1,0.604,0.197,0.0,0.051,0.037,0.047,0.063
3,0,14,1,0.696,0.066,0.089,0.0,0.064,0.029,0.057
4,6,14,2,0.273,0.044,0.051,0.081,0.0,0.054,0.496
5,0,14,2,0.381,0.38,0.077,0.021,0.063,0.0,0.077
6,0,14,1,0.73,0.049,0.057,0.083,0.05,0.031,0.0
1,6,15,1,0.226,0.0,0.054,0.054,0.0,0.016,0.65
2,0,15,1,0.787,0.077,0.0,0.03,0.029,0.04,0.037
3,0,15,1,0.82,0.04,0.05,0.0,0.04,0.026,0.024
4,0,15,2,0.569,0.114,0.094,0.09,0.0,0.049,0.084
5,0,15,2,0.481,0.331,0.06,0.026,0.053,0.0,0.049
6,0,15,1,0.7809999999999999,0.044,0.05,0.063,0.029,0.033,0.0
1,6,16,1,0.299,0.0,0.074,0.057,0.013,0.019,0.539
2,0,16,1,0.883,0.041,0.0,0.017,0.016,0.019,0.024
3,0,16,1,0.96,0.01,0.013,0.0,0.01,0.0069999999999999,0.0
4,0,16,2,0.883,0.004,0.054,0.029,0.0,0.01,0.02
5,0,16,2,0.536,0.193,0.041,0.019,0.05,0.0,0.161
6,0,16,1,0.8240000000000001,0.013,0.143,0.016,0.004,0.0,0.0
1,0,17,1,0.454,0.0,0.07,0.044,0.014,0.011,0.406
2,0,17,1,0.85,0.05,0.0,0.029,0.014,0.024,0.033
3,0,17,1,0.894,0.023,0.036,0.0,0.023,0.017,0.0069999999999999
4,0,17,2,0.861,0.006,0.061,0.034,0.0,0.014,0.023
5,0,17,2,0.381,0.104,0.081,0.029,0.077,0.0,0.327
6,0,17,1,0.82,0.034,0.067,0.033,0.031,0.014,0.0
1,0,18,1,0.6629999999999999,0.0,0.027,0.02,0.01,0.006,0.274
2,0,18,1,0.8370000000000001,0.051,0.0,0.027,0.019,0.024,0.041
3,0,18,1,0.884,0.024,0.033,0.0,0.029,0.016,0.014
4,0,18,2,0.8240000000000001,0.006,0.071,0.046,0.0,0.019,0.034
5,6,18,2,0.297,0.057,0.039,0.001,0.04,0.0,0.5660000000000001
6,0,18,1,0.5329999999999999,0.049,0.353,0.054,0.01,0.001,0.0
1,0,19,1,0.8740000000000001,0.0,0.036,0.0069999999999999,0.014,0.009,0.06
2,0,19,1,0.813,0.079,0.0,0.019,0.031,0.013,0.046
3,0,19,1,0.8029999999999999,0.04,0.053,0.0,0.049,0.029,0.027
4,0,19,2,0.873,0.004,0.06,0.033,0.0,0.01,0.02
5,6,19,2,0.257,0.049,0.037,0.0,0.029,0.0,0.629
6,2,19,1,0.339,0.073,0.5,0.067,0.02,0.001,0.0
1,4,20,1,0.371,0.0,0.069,0.044,0.404,0.01,0.101
2,0,20,1,0.731,0.089,0.0,0.043,0.031,0.054,0.051
3,0,20,1,0.693,0.06,0.091,0.0,0.069,0.037,0.05
4,0,20,2,0.79,0.01,0.091,0.053,0.0,0.021,0.034
5,6,20,2,0.267,0.041,0.049,0.0,0.033,0.0,0.61
6,2,20,1,0.371,0.07,0.447,0.07,0.024,0.017,0.0
1,0,21,1,0.259,0.0,0.243,0.047,0.249,0.014,0.189
2,0,21,1,0.7070000000000001,0.116,0.0,0.047,0.027,0.056,0.047
3,0,21,1,0.6890000000000001,0.067,0.091,0.0,0.064,0.039,0.05
4,0,21,2,0.75,0.013,0.107,0.06,0.0,0.031,0.039
5,6,21,2,0.233,0.041,0.044,0.0,0.029,0.0,0.653
6,2,21,1,0.329,0.079,0.463,0.059,0.037,0.034,0.0
1,2,22,1,0.144,0.0,0.423,0.071,0.056,0.014,0.291
2,0,22,1,0.51,0.251,0.0,0.067,0.034,0.07,0.067
3,0,22,1,0.647,0.084,0.096,0.0,0.064,0.041,0.067
4,0,22,2,0.7140000000000001,0.014,0.116,0.071,0.0,0.041,0.043
5,6,22,2,0.181,0.059,0.051,0.0,0.031,0.0,0.677
6,2,22,1,0.177,0.119,0.53,0.079,0.051,0.044,0.0
1,2,23,1,0.156,0.0,0.4270000000000001,0.084,0.059,0.014,0.26
2,0,23,1,0.5760000000000001,0.221,0.0,0.046,0.036,0.059,0.063
3,0,23,1,0.643,0.086,0.086,0.0,0.071,0.043,0.071
4,0,23,2,0.716,0.014,0.114,0.071,0.0,0.041,0.043
5,6,23,2,0.257,0.07,0.061,0.003,0.039,0.0,0.57
6,3,23,1,0.127,0.079,0.06,0.6709999999999999,0.027,0.036,0.0
1,2,24,1,0.241,0.0,0.391,0.084,0.051,0.014,0.217
2,0,24,1,0.619,0.196,0.0,0.041,0.034,0.053,0.057
3,0,24,1,0.653,0.077,0.086,0.0,0.071,0.043,0.07
4,0,24,2,0.723,0.014,0.114,0.071,0.0,0.034,0.043
5,0,24,2,0.431,0.066,0.056,0.0069999999999999,0.076,0.0,0.364
6,3,24,1,0.254,0.08,0.081,0.51,0.046,0.029,0.0
1,2,25,1,0.111,0.0,0.473,0.091,0.059,0.014,0.251
2,1,25,1,0.379,0.431,0.0,0.051,0.039,0.05,0.05
3,0,25,1,0.664,0.086,0.079,0.0,0.071,0.043,0.057
4,0,25,2,0.71,0.014,0.12,0.071,0.0,0.041,0.043
5,6,25,2,0.144,0.07,0.051,0.0,0.037,0.0,0.6970000000000001
6,2,25,1,0.141,0.094,0.494,0.177,0.057,0.036,0.0
1,6,26,1,0.044,0.0,0.357,0.103,0.054,0.023,0.419
2,1,26,1,0.293,0.514,0.0,0.049,0.036,0.049,0.06
3,0,26,1,0.629,0.103,0.103,0.0,0.069,0.041,0.056
4,0,26,2,0.706,0.014,0.124,0.071,0.0,0.041,0.043
5,6,26,2,0.08,0.093,0.063,0.001,0.043,0.0,0.72
6,2,26,1,0.084,0.097,0.643,0.083,0.054,0.039,0.0
1,4,27,1,0.083,0.0,0.166,0.071,0.454,0.089,0.1369999999999999
2,1,27,1,0.193,0.624,0.0,0.046,0.037,0.043,0.057
3,0,27,1,0.6459999999999999,0.08,0.099,0.0,0.071,0.043,0.061
4,0,27,2,0.7140000000000001,0.014,0.114,0.071,0.0,0.043,0.043
5,6,27,2,0.136,0.153,0.074,0.011,0.059,0.0,0.5670000000000001
6,2,27,1,0.097,0.086,0.6409999999999999,0.087,0.056,0.033,0.0
1,5,28,1,0.21,0.0,0.127,0.071,0.12,0.319,0.153
2,1,28,1,0.356,0.461,0.0,0.041,0.037,0.047,0.057
3,0,28,1,0.6729999999999999,0.094,0.074,0.0,0.067,0.04,0.051
4,0,28,2,0.7170000000000001,0.014,0.114,0.071,0.0,0.04,0.043
5,6,28,2,0.211,0.043,0.051,0.0,0.029,0.0,0.6659999999999999
6,2,28,1,0.201,0.083,0.597,0.06,0.04,0.019,0.0
1,0,29,1,0.346,0.0,0.126,0.13,0.059,0.1689999999999999,0.171
2,0,29,1,0.66,0.127,0.0,0.053,0.033,0.07,0.057
3,0,29,1,0.629,0.066,0.079,0.0,0.117,0.049,0.061
4,0,29,2,0.7190000000000001,0.014,0.114,0.071,0.0,0.039,0.043
5,6,29,2,0.234,0.04,0.047,0.0,0.029,0.0,0.65
6,2,29,1,0.247,0.086,0.5670000000000001,0.049,0.04,0.011,0.0
1,0,30,1,0.327,0.0,0.129,0.229,0.067,0.071,0.177
2,0,30,1,0.6609999999999999,0.124,0.0,0.047,0.039,0.071,0.057
3,0,30,1,0.594,0.117,0.086,0.0,0.093,0.05,0.06
4,0,30,2,0.716,0.014,0.114,0.071,0.0,0.041,0.043
5,6,30,2,0.226,0.041,0.053,0.0,0.029,0.0,0.6509999999999999
6,2,30,1,0.216,0.086,0.586,0.053,0.044,0.016,0.0
1,0,31,1,0.257,0.0,0.161,0.143,0.216,0.077,0.146
2,0,31,1,0.647,0.144,0.0,0.044,0.037,0.069,0.059
3,0,31,1,0.509,0.144,0.093,0.0,0.126,0.063,0.066
4,0,31,2,0.7140000000000001,0.014,0.114,0.071,0.0,0.043,0.043
5,6,31,2,0.204,0.043,0.056,0.0,0.03,0.0,0.667
6,2,31,1,0.161,0.087,0.61,0.069,0.05,0.023,0.0
1,0,32,1,0.27,0.0,0.143,0.13,0.15,0.08,0.227
2,0,32,1,0.664,0.121,0.0,0.046,0.043,0.071,0.054
3,0,32,1,0.606,0.073,0.074,0.0,0.141,0.047,0.059
4,0,32,2,0.7170000000000001,0.014,0.114,0.071,0.0,0.04,0.043
5,6,32,2,0.227,0.039,0.051,0.0,0.029,0.0,0.654
6,2,32,1,0.291,0.157,0.317,0.114,0.069,0.051,0.0
1,6,33,1,0.18,0.0,0.179,0.161,0.139,0.129,0.213
2,0,33,1,0.6629999999999999,0.123,0.0,0.049,0.043,0.071,0.051
3,0,33,1,0.629,0.086,0.08,0.0,0.101,0.044,0.06
4,0,33,2,0.451,0.199,0.143,0.097,0.0,0.039,0.071
5,6,33,2,0.146,0.069,0.069,0.0069999999999999,0.043,0.0,0.667
6,3,33,1,0.149,0.121,0.16,0.454,0.069,0.047,0.0
1,0,34,1,0.393,0.0,0.133,0.123,0.127,0.067,0.157
2,0,34,1,0.484,0.283,0.0,0.054,0.049,0.046,0.084
3,0,34,1,0.701,0.066,0.074,0.0,0.069,0.041,0.049
4,0,34,2,0.669,0.023,0.126,0.081,0.0,0.046,0.056
5,6,34,2,0.373,0.064,0.049,0.006,0.051,0.0,0.457
6,3,34,1,0.243,0.084,0.283,0.331,0.039,0.02,0.0
1,0,35,1,0.416,0.0,0.104,0.146,0.076,0.041,0.217
2,0,35,1,0.6890000000000001,0.103,0.0,0.046,0.031,0.063,0.069
3,0,35,1,0.674,0.074,0.081,0.0,0.071,0.039,0.06
4,0,35,2,0.7240000000000001,0.014,0.114,0.071,0.0,0.033,0.043
5,6,35,2,0.257,0.029,0.039,0.0,0.029,0.0,0.647
6,2,35,1,0.319,0.081,0.503,0.069,0.026,0.003,0.0
1,3,36,1,0.221,0.0,0.154,0.259,0.163,0.067,0.136
2,0,36,1,0.67,0.106,0.0,0.059,0.03,0.076,0.06
3,2,36,1,0.336,0.074,0.429,0.0,0.06,0.054,0.047
4,0,36,2,0.7090000000000001,0.014,0.123,0.071,0.0,0.04,0.043
5,6,36,2,0.149,0.069,0.051,0.0,0.037,0.0,0.6940000000000001
6,2,36,1,0.181,0.083,0.591,0.073,0.044,0.027,0.0
1,3,37,1,0.174,0.0,0.163,0.36,0.097,0.083,0.123
2,0,37,1,0.659,0.127,0.0,0.057,0.029,0.071,0.057
3,2,37,1,0.093,0.086,0.6809999999999999,0.0,0.051,0.063,0.026
4,0,37,2,0.6990000000000001,0.014,0.127,0.071,0.0,0.046,0.043
5,6,37,2,0.18,0.059,0.051,0.0,0.033,0.0,0.677
6,2,37,1,0.104,0.087,0.639,0.074,0.054,0.041,0.0
1,0,38,1,0.657,0.0,0.129,0.076,0.057,0.046,0.036
2,0,38,1,0.659,0.127,0.0,0.057,0.029,0.071,0.057
3,2,38,1,0.171,0.09,0.6459999999999999,0.0,0.037,0.037,0.019
4,0,38,2,0.706,0.014,0.123,0.071,0.0,0.043,0.043
5,6,38,2,0.221,0.05,0.046,0.0,0.03,0.0,0.653
6,2,38,1,0.183,0.096,0.586,0.059,0.044,0.033,0.0
1,0,39,1,0.5429999999999999,0.0,0.114,0.191,0.047,0.041,0.063
2,0,39,1,0.6890000000000001,0.123,0.0,0.05,0.029,0.059,0.051
3,2,39,1,0.146,0.08,0.654,0.0,0.046,0.051,0.023
4,0,39,2,0.667,0.041,0.117,0.083,0.0,0.039,0.053
5,6,39,2,0.1639999999999999,0.311,0.079,0.027,0.067,0.0,0.351
6,2,39,1,0.326,0.076,0.469,0.064,0.031,0.034,0.0
1,6,40,1,0.23,0.0,0.1669999999999999,0.149,0.151,0.071,0.231
2,0,40,1,0.614,0.171,0.0,0.057,0.027,0.066,0.064
3,2,40,1,0.057,0.086,0.7,0.0,0.057,0.071,0.029
4,6,40,2,0.1639999999999999,0.124,0.173,0.213,0.0,0.083,0.243
5,6,40,2,0.057,0.206,0.074,0.006,0.057,0.0,0.6
6,2,40,1,0.117,0.084,0.626,0.089,0.041,0.043,0.0
1,3,41,1,0.177,0.0,0.123,0.51,0.041,0.041,0.107
2,0,41,1,0.461,0.299,0.0,0.059,0.036,0.067,0.079
3,2,41,1,0.313,0.14,0.374,0.0,0.063,0.06,0.05
4,6,41,2,0.223,0.084,0.1369999999999999,0.206,0.0,0.081,0.269
5,6,41,2,0.093,0.084,0.066,0.003,0.044,0.0,0.71
6,2,41,1,0.1,0.08,0.613,0.106,0.06,0.041,0.0
1,3,42,1,0.274,0.0,0.114,0.356,0.043,0.034,0.179
2,1,42,1,0.153,0.6559999999999999,0.0,0.047,0.043,0.023,0.079
3,0,42,1,0.649,0.067,0.094,0.0,0.071,0.04,0.079
4,6,42,2,0.273,0.073,0.089,0.13,0.0,0.06,0.376
5,6,42,2,0.277,0.083,0.057,0.003,0.047,0.0,0.5329999999999999
6,0,42,1,0.67,0.044,0.091,0.097,0.037,0.06,0.0
1,6,43,1,0.073,0.0,0.099,0.071,0.003,0.003,0.7509999999999999
2,1,43,1,0.09,0.654,0.0,0.06,0.049,0.043,0.104
3,0,43,1,0.63,0.061,0.109,0.0,0.066,0.036,0.099
4,6,43,2,0.059,0.02,0.077,0.061,0.0,0.056,0.727
5,6,43,2,0.151,0.103,0.059,0.009,0.037,0.0,0.6409999999999999
6,0,43,1,0.609,0.036,0.193,0.079,0.03,0.054,0.0
1,6,44,1,0.22,0.0,0.133,0.103,0.053,0.043,0.449
2,0,44,1,0.417,0.243,0.0,0.084,0.053,0.094,0.109
3,0,44,1,0.6509999999999999,0.08,0.093,0.0,0.071,0.039,0.066
4,6,44,2,0.144,0.07,0.107,0.114,0.0,0.064,0.5
5,6,44,2,0.107,0.31,0.073,0.024,0.05,0.0,0.436
6,2,44,1,0.216,0.063,0.454,0.18,0.051,0.036,0.0
1,0,45,1,0.4970000000000001,0.0,0.124,0.07,0.047,0.041,0.22
2,0,45,1,0.6409999999999999,0.086,0.0,0.086,0.029,0.083,0.076
3,0,45,1,0.659,0.094,0.077,0.0,0.071,0.039,0.06
4,6,45,2,0.1,0.031,0.081,0.109,0.0,0.057,0.621
5,6,45,2,0.104,0.084,0.057,0.0,0.039,0.0,0.716
6,2,45,1,0.101,0.083,0.639,0.09,0.053,0.034,0.0
1,6,46,1,0.25,0.0,0.103,0.073,0.019,0.019,0.537
2,0,46,1,0.361,0.221,0.0,0.127,0.053,0.094,0.143
3,0,46,1,0.6459999999999999,0.099,0.077,0.0,0.071,0.04,0.067
4,6,46,2,0.089,0.029,0.08,0.074,0.0,0.05,0.679
5,6,46,2,0.07,0.127,0.087,0.017,0.064,0.0,0.634
6,2,46,1,0.084,0.086,0.6459999999999999,0.09,0.057,0.037,0.0
1,6,47,1,0.249,0.0,0.107,0.07,0.017,0.021,0.536
2,1,47,1,0.113,0.541,0.0,0.109,0.051,0.064,0.121
3,0,47,1,0.627,0.104,0.094,0.0,0.074,0.041,0.059
4,6,47,2,0.094,0.033,0.091,0.087,0.0,0.044,0.65
5,1,47,2,0.057,0.616,0.113,0.041,0.041,0.0,0.131
6,2,47,1,0.087,0.086,0.657,0.083,0.057,0.03,0.0
1,0,48,1,0.503,0.0,0.131,0.099,0.063,0.059,0.146
2,1,48,1,0.174,0.356,0.0,0.124,0.064,0.109,0.173
3,0,48,1,0.511,0.094,0.093,0.0,0.099,0.133,0.07
4,6,48,2,0.157,0.109,0.1369999999999999,0.1639999999999999,0.0,0.067,0.366
5,1,48,2,0.034,0.463,0.094,0.026,0.034,0.0,0.349
6,2,48,1,0.09,0.086,0.657,0.08,0.057,0.03,0.0
1,3,49,1,0.119,0.0,0.111,0.291,0.214,0.104,0.16
2,6,49,1,0.133,0.206,0.0,0.136,0.061,0.109,0.356
3,5,49,1,0.146,0.059,0.101,0.0,0.097,0.407,0.19
4,6,49,2,0.1689999999999999,0.07,0.1369999999999999,0.161,0.0,0.063,0.4
5,6,49,2,0.056,0.086,0.06,0.001,0.044,0.0,0.753
6,2,49,1,0.097,0.086,0.647,0.083,0.057,0.03,0.0
1,3,50,1,0.046,0.0,0.271,0.43,0.069,0.017,0.1669999999999999
2,1,50,1,0.051,0.42,0.0,0.069,0.05,0.049,0.361
3,0,50,1,0.516,0.089,0.099,0.0,0.189,0.046,0.063
4,2,50,2,0.194,0.091,0.333,0.209,0.0,0.071,0.101
5,6,50,2,0.049,0.197,0.077,0.011,0.047,0.0,0.619
6,0,50,1,0.459,0.054,0.226,0.134,0.06,0.067,0.0
1,2,51,1,0.037,0.0,0.459,0.179,0.097,0.013,0.216
2,6,51,1,0.043,0.079,0.0,0.23,0.223,0.136,0.29
3,4,51,1,0.12,0.034,0.066,0.0,0.7,0.056,0.024
4,0,51,2,0.276,0.089,0.196,0.236,0.0,0.076,0.129
5,1,51,2,0.036,0.453,0.229,0.046,0.056,0.0,0.181
6,0,51,1,0.61,0.047,0.081,0.12,0.051,0.09,0.0
1,2,52,1,0.033,0.0,0.461,0.196,0.094,0.02,0.196
2,3,52,1,0.029,0.029,0.0,0.624,0.133,0.114,0.071
3,4,52,1,0.127,0.076,0.064,0.0,0.419,0.26,0.054
4,3,52,2,0.253,0.083,0.17,0.32,0.0,0.063,0.111
5,3,52,2,0.014,0.107,0.171,0.336,0.32,0.0,0.051
6,0,52,1,0.404,0.079,0.136,0.241,0.054,0.086,0.0
1,2,53,1,0.04,0.0,0.366,0.321,0.073,0.024,0.176
2,3,53,1,0.029,0.029,0.0,0.627,0.13,0.114,0.071
3,5,53,1,0.101,0.05,0.07,0.0,0.076,0.617,0.086
4,3,53,2,0.211,0.067,0.1369999999999999,0.431,0.0,0.05,0.103
5,3,53,2,0.017,0.081,0.084,0.499,0.264,0.0,0.054
6,2,53,1,0.181,0.099,0.38,0.21,0.066,0.064,0.0
1,2,54,1,0.043,0.0,0.494,0.127,0.1,0.027,0.209
2,5,54,1,0.049,0.06,0.0,0.333,0.109,0.347,0.103
3,4,54,1,0.143,0.053,0.069,0.0,0.366,0.197,0.173
4,3,54,2,0.24,0.087,0.183,0.3,0.0,0.076,0.114
5,3,54,2,0.039,0.057,0.149,0.579,0.116,0.0,0.061
6,3,54,1,0.083,0.093,0.101,0.569,0.089,0.066,0.0
1,2,55,1,0.043,0.0,0.506,0.114,0.109,0.029,0.2
2,5,55,1,0.066,0.08,0.0,0.11,0.101,0.514,0.129
3,4,55,1,0.1369999999999999,0.053,0.084,0.0,0.631,0.069,0.026
4,0,55,2,0.251,0.1,0.209,0.231,0.0,0.081,0.127
5,3,55,2,0.019,0.077,0.117,0.624,0.107,0.0,0.056
6,3,55,1,0.081,0.077,0.061,0.667,0.054,0.059,0.0
1,2,56,1,0.043,0.0,0.447,0.107,0.184,0.029,0.19
2,5,56,1,0.049,0.067,0.0,0.081,0.144,0.5429999999999999,0.116
3,4,56,1,0.124,0.047,0.077,0.0,0.474,0.059,0.219
4,2,56,2,0.154,0.079,0.461,0.176,0.0,0.046,0.084
5,4,56,2,0.003,0.071,0.03,0.216,0.643,0.0,0.037
6,4,56,1,0.083,0.093,0.064,0.126,0.3670000000000001,0.267,0.0
1,2,57,1,0.043,0.0,0.4970000000000001,0.117,0.119,0.029,0.196
2,4,57,1,0.03,0.073,0.0,0.096,0.5660000000000001,0.149,0.087
3,0,57,1,0.351,0.176,0.113,0.0,0.21,0.064,0.086
4,2,57,2,0.081,0.121,0.354,0.3,0.0,0.066,0.077
5,4,57,2,0.059,0.134,0.1369999999999999,0.259,0.326,0.0,0.086
6,5,57,1,0.089,0.071,0.074,0.089,0.093,0.584,0.0
1,2,58,1,0.04,0.0,0.453,0.236,0.081,0.021,0.1689999999999999
2,3,58,1,0.029,0.029,0.0,0.63,0.127,0.114,0.071
3,1,58,1,0.151,0.5870000000000001,0.093,0.0,0.041,0.056,0.071
4,3,58,2,0.079,0.04,0.216,0.601,0.0,0.03,0.034
5,4,58,2,0.026,0.147,0.126,0.243,0.383,0.0,0.076
6,5,58,1,0.041,0.061,0.06,0.194,0.077,0.5660000000000001,0.0
1,2,59,1,0.031,0.0,0.394,0.299,0.089,0.019,0.1689999999999999
2,3,59,1,0.029,0.029,0.0,0.623,0.134,0.114,0.071
3,1,59,1,0.217,0.511,0.113,0.0,0.041,0.051,0.066
4,3,59,2,0.084,0.029,0.067,0.763,0.0,0.029,0.029
5,4,59,2,0.0,0.081,0.019,0.217,0.657,0.0,0.026
6,3,59,1,0.07,0.119,0.081,0.349,0.073,0.309,0.0
1,3,60,1,0.013,0.0,0.257,0.467,0.106,0.013,0.144
2,3,60,1,0.023,0.029,0.0,0.6409999999999999,0.124,0.111,0.071
3,1,60,1,0.157,0.6,0.086,0.0,0.029,0.057,0.071
4,3,60,2,0.053,0.021,0.046,0.84,0.0,0.02,0.02
5,4,60,2,0.001,0.05,0.014,0.339,0.583,0.0,0.013
6,3,60,1,0.034,0.077,0.061,0.723,0.05,0.054,0.0
1,3,61,1,0.044,0.0,0.174,0.391,0.143,0.037,0.21
2,3,61,1,0.026,0.029,0.0,0.624,0.136,0.113,0.073
3,1,61,1,0.257,0.456,0.109,0.0,0.041,0.06,0.077
4,3,61,2,0.051,0.043,0.29,0.5539999999999999,0.0,0.026,0.036
5,4,61,2,0.001,0.067,0.027,0.24,0.644,0.0,0.02
6,3,61,1,0.077,0.111,0.1,0.5489999999999999,0.071,0.091,0.0
1,2,62,1,0.029,0.0,0.461,0.14,0.103,0.019,0.249
