user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8
1,4,15,2,0.046,0.0,0.053,0.135,0.262,0.066,0.19,0.12,0.128
2,7,15,2,0.014,0.044,0.0,0.094,0.093,0.029,0.041,0.586,0.099
3,4,15,1,0.084,0.074,0.051,0.0,0.398,0.081,0.093,0.069,0.149
4,6,15,1,0.014,0.043,0.093,0.086,0.0,0.014,0.6779999999999999,0.014,0.057
5,4,15,1,0.234,0.044,0.052,0.157,0.322,0.0,0.081,0.033,0.076
6,3,15,2,0.123,0.081,0.026,0.403,0.192,0.054,0.0,0.014,0.106
7,4,15,1,0.026,0.003,0.009,0.157,0.3720000000000001,0.014,0.059,0.0,0.36
8,4,15,1,0.024,0.015,0.055,0.115,0.606,0.054,0.089,0.041,0.0
1,4,16,2,0.041,0.0,0.054,0.127,0.27,0.056,0.232,0.093,0.127
2,4,16,2,0.014,0.029,0.0,0.094,0.65,0.041,0.031,0.087,0.053
3,4,16,1,0.094,0.043,0.108,0.0,0.408,0.061,0.106,0.059,0.12
4,6,16,1,0.014,0.043,0.107,0.076,0.0,0.014,0.655,0.05,0.04
5,0,16,1,0.379,0.053,0.032,0.088,0.307,0.0,0.06,0.011,0.069
6,3,16,2,0.07,0.08,0.024,0.446,0.196,0.05,0.0,0.014,0.119
7,8,16,1,0.016,0.0,0.003,0.143,0.226,0.011,0.084,0.0,0.517
8,4,16,1,0.064,0.019,0.071,0.156,0.478,0.044,0.113,0.054,0.0
1,6,17,2,0.024,0.0,0.047,0.09,0.168,0.041,0.458,0.079,0.093
2,7,17,2,0.05,0.011,0.0,0.109,0.206,0.016,0.17,0.343,0.096
3,1,17,1,0.044,0.479,0.081,0.0,0.17,0.051,0.026,0.057,0.091
4,6,17,1,0.014,0.044,0.09,0.09,0.0,0.016,0.664,0.021,0.06
5,4,17,1,0.161,0.049,0.08,0.172,0.239,0.0,0.217,0.031,0.051
6,3,17,2,0.127,0.076,0.023,0.393,0.184,0.056,0.0,0.02,0.121
7,8,17,1,0.017,0.0,0.015,0.151,0.274,0.011,0.091,0.0,0.441
8,4,17,1,0.116,0.021,0.073,0.161,0.382,0.041,0.149,0.056,0.0
1,4,18,2,0.024,0.0,0.051,0.21,0.249,0.039,0.226,0.077,0.124
2,0,18,2,0.633,0.031,0.0,0.091,0.036,0.029,0.011,0.119,0.05
3,4,18,1,0.079,0.209,0.052,0.0,0.328,0.087,0.056,0.067,0.124
4,6,18,1,0.029,0.049,0.112,0.109,0.0,0.029,0.489,0.059,0.126
5,0,18,1,0.347,0.057,0.06,0.152,0.204,0.0,0.107,0.019,0.054
6,3,18,2,0.161,0.084,0.017,0.24,0.201,0.063,0.0,0.07,0.163
7,8,18,1,0.016,0.0,0.01,0.149,0.185,0.019,0.085,0.0,0.5379999999999999
8,4,18,1,0.031,0.015,0.043,0.104,0.655,0.033,0.08,0.039,0.0
1,0,19,2,0.483,0.0,0.041,0.071,0.156,0.029,0.084,0.079,0.059
2,7,19,2,0.026,0.036,0.0,0.11,0.094,0.01,0.011,0.5710000000000001,0.143
3,4,19,1,0.073,0.171,0.048,0.0,0.36,0.09,0.059,0.064,0.134
4,6,19,1,0.014,0.043,0.091,0.087,0.0,0.014,0.655,0.024,0.071
5,0,19,1,0.48,0.041,0.044,0.086,0.205,0.0,0.063,0.016,0.065
6,3,19,2,0.229,0.073,0.02,0.357,0.16,0.049,0.0,0.014,0.1
7,4,19,1,0.036,0.009,0.03,0.184,0.356,0.027,0.066,0.0,0.293
8,4,19,1,0.054,0.015,0.055,0.133,0.598,0.029,0.077,0.04,0.0
1,0,20,2,0.69,0.0,0.001,0.031,0.124,0.021,0.016,0.07,0.046
2,7,20,2,0.034,0.029,0.0,0.11,0.097,0.0,0.001,0.557,0.171
3,1,20,1,0.084,0.311,0.053,0.0,0.269,0.094,0.032,0.059,0.098
4,6,20,1,0.036,0.043,0.092,0.081,0.0,0.014,0.6509999999999999,0.014,0.069
5,0,20,1,0.503,0.05,0.042,0.0819999999999999,0.187,0.0,0.051,0.014,0.071
6,0,20,2,0.3229999999999999,0.075,0.014,0.213,0.204,0.044,0.0,0.014,0.112
7,4,20,1,0.031,0.035,0.031,0.281,0.436,0.04,0.063,0.0,0.0819999999999999
8,0,20,1,0.51,0.028,0.038,0.149,0.138,0.01,0.093,0.034,0.0
1,0,21,2,0.6509999999999999,0.0,0.031,0.039,0.113,0.031,0.032,0.066,0.036
2,7,21,2,0.029,0.029,0.0,0.104,0.085,0.0,0.011,0.597,0.145
3,4,21,1,0.063,0.261,0.051,0.0,0.326,0.077,0.053,0.061,0.106
4,6,21,1,0.013,0.043,0.093,0.086,0.0,0.016,0.664,0.014,0.071
5,4,21,1,0.304,0.059,0.031,0.091,0.369,0.0,0.064,0.01,0.072
6,0,21,2,0.4,0.056,0.016,0.229,0.125,0.043,0.0,0.026,0.106
7,3,21,1,0.014,0.034,0.103,0.484,0.225,0.026,0.064,0.0,0.049
8,4,21,1,0.051,0.02,0.085,0.178,0.38,0.047,0.173,0.066,0.0
1,0,22,2,0.253,0.0,0.249,0.111,0.127,0.027,0.141,0.064,0.027
2,7,22,2,0.029,0.029,0.0,0.1,0.088,0.0,0.014,0.6,0.14
3,4,22,1,0.097,0.041,0.104,0.0,0.363,0.091,0.124,0.069,0.111
4,6,22,1,0.019,0.037,0.08,0.074,0.0,0.021,0.447,0.257,0.064
5,4,22,1,0.041,0.029,0.031,0.073,0.373,0.0,0.071,0.289,0.093
6,3,22,2,0.3229999999999999,0.047,0.02,0.328,0.131,0.043,0.0,0.011,0.097
7,2,22,1,0.009,0.019,0.396,0.253,0.149,0.03,0.101,0.0,0.044
8,4,22,1,0.074,0.018,0.033,0.085,0.637,0.05,0.07,0.033,0.0
1,2,23,2,0.1639999999999999,0.0,0.341,0.125,0.139,0.021,0.136,0.053,0.021
2,7,23,2,0.029,0.029,0.0,0.1,0.09,0.0,0.014,0.6,0.139
3,4,23,1,0.084,0.201,0.062,0.0,0.333,0.077,0.077,0.05,0.115
4,6,23,1,0.024,0.039,0.079,0.074,0.0,0.021,0.456,0.246,0.06
5,7,23,1,0.0,0.001,0.011,0.051,0.113,0.0,0.048,0.6829999999999999,0.093
6,0,23,2,0.394,0.057,0.019,0.244,0.146,0.041,0.0,0.0069999999999999,0.092
7,3,23,1,0.0069999999999999,0.027,0.324,0.368,0.131,0.033,0.075,0.0,0.034
8,4,23,1,0.027,0.011,0.011,0.083,0.721,0.063,0.051,0.033,0.0
1,0,24,2,0.354,0.0,0.092,0.083,0.204,0.05,0.085,0.08,0.051
2,7,24,2,0.026,0.029,0.0,0.104,0.096,0.0,0.009,0.5870000000000001,0.15
3,4,24,1,0.086,0.059,0.076,0.0,0.381,0.083,0.114,0.053,0.149
4,6,24,1,0.037,0.057,0.109,0.087,0.0,0.023,0.573,0.033,0.081
5,4,24,1,0.254,0.031,0.022,0.094,0.264,0.0,0.052,0.106,0.176
6,3,24,2,0.207,0.074,0.024,0.365,0.16,0.05,0.0,0.014,0.105
7,2,24,1,0.001,0.023,0.594,0.138,0.102,0.029,0.09,0.0,0.023
8,4,24,1,0.051,0.004,0.028,0.124,0.623,0.056,0.069,0.044,0.0
1,0,25,2,0.7070000000000001,0.0,0.006,0.042,0.113,0.033,0.029,0.04,0.031
2,7,25,2,0.039,0.029,0.0,0.136,0.114,0.004,0.003,0.484,0.191
3,4,25,1,0.106,0.074,0.089,0.0,0.344,0.091,0.1,0.067,0.129
4,6,25,1,0.02,0.056,0.096,0.071,0.0,0.023,0.637,0.026,0.071
5,0,25,1,0.507,0.063,0.044,0.08,0.147,0.0,0.083,0.014,0.062
6,0,25,2,0.349,0.049,0.014,0.332,0.122,0.043,0.0,0.003,0.089
7,2,25,1,0.027,0.034,0.377,0.18,0.193,0.014,0.121,0.0,0.055
8,5,25,1,0.037,0.012,0.041,0.129,0.295,0.399,0.054,0.034,0.0
1,0,26,2,0.514,0.0,0.041,0.069,0.154,0.039,0.06,0.073,0.05
2,7,26,2,0.029,0.029,0.0,0.101,0.094,0.0,0.011,0.593,0.143
3,4,26,1,0.107,0.173,0.069,0.0,0.34,0.067,0.072,0.067,0.104
4,6,26,1,0.023,0.043,0.084,0.071,0.0,0.02,0.6729999999999999,0.014,0.071
5,4,26,1,0.299,0.066,0.027,0.083,0.416,0.0,0.033,0.009,0.068
6,0,26,2,0.331,0.136,0.023,0.197,0.1639999999999999,0.047,0.0,0.017,0.084
7,4,26,1,0.107,0.087,0.065,0.224,0.348,0.034,0.054,0.0,0.081
8,4,26,1,0.054,0.012,0.051,0.139,0.409,0.23,0.062,0.043,0.0
1,3,27,2,0.039,0.0,0.133,0.443,0.146,0.044,0.054,0.054,0.087
2,7,27,2,0.047,0.033,0.0,0.144,0.1369999999999999,0.006,0.006,0.423,0.204
3,1,27,1,0.06,0.419,0.038,0.0,0.252,0.064,0.03,0.057,0.081
4,6,27,1,0.023,0.043,0.084,0.071,0.0,0.02,0.6729999999999999,0.014,0.071
5,4,27,1,0.127,0.036,0.021,0.066,0.371,0.0,0.069,0.206,0.105
6,3,27,2,0.16,0.091,0.021,0.363,0.179,0.053,0.0,0.014,0.118
7,4,27,1,0.127,0.091,0.029,0.218,0.417,0.029,0.03,0.0,0.059
8,4,27,1,0.066,0.016,0.07,0.183,0.332,0.184,0.096,0.053,0.0
1,5,28,2,0.027,0.0,0.06,0.083,0.163,0.301,0.135,0.174,0.057
2,7,28,2,0.021,0.027,0.0,0.118,0.107,0.003,0.0069999999999999,0.5429999999999999,0.173
3,4,28,1,0.084,0.206,0.052,0.0,0.34,0.083,0.06,0.064,0.112
4,6,28,1,0.014,0.046,0.086,0.071,0.0,0.029,0.68,0.017,0.057
5,4,28,1,0.046,0.031,0.035,0.092,0.267,0.0,0.163,0.146,0.22
6,3,28,2,0.254,0.081,0.017,0.259,0.226,0.049,0.0,0.014,0.1
7,4,28,1,0.049,0.043,0.028,0.155,0.353,0.024,0.038,0.0,0.31
8,5,28,1,0.186,0.028,0.087,0.185,0.148,0.241,0.091,0.033,0.0
1,5,29,2,0.0069999999999999,0.0,0.021,0.043,0.094,0.51,0.061,0.209,0.055
2,7,29,2,0.014,0.029,0.0,0.099,0.086,0.0,0.014,0.601,0.157
3,4,29,1,0.086,0.08,0.068,0.0,0.368,0.09,0.09,0.067,0.152
4,6,29,1,0.014,0.057,0.097,0.071,0.0,0.029,0.645,0.029,0.057
5,4,29,1,0.05,0.041,0.054,0.155,0.266,0.0,0.145,0.097,0.192
6,0,29,2,0.33,0.073,0.017,0.284,0.141,0.046,0.0,0.009,0.101
7,8,29,1,0.027,0.027,0.027,0.142,0.336,0.026,0.039,0.0,0.377
8,3,29,1,0.197,0.053,0.112,0.212,0.142,0.026,0.2,0.057,0.0
1,5,30,2,0.0,0.0,0.02,0.04,0.098,0.493,0.073,0.216,0.061
2,7,30,2,0.014,0.029,0.0,0.101,0.086,0.0,0.014,0.6,0.156
3,4,30,1,0.087,0.057,0.071,0.0,0.387,0.089,0.092,0.073,0.144
4,6,30,1,0.023,0.057,0.106,0.081,0.0,0.036,0.591,0.036,0.07
5,3,30,1,0.044,0.022,0.242,0.277,0.238,0.0,0.095,0.023,0.058
6,3,30,2,0.254,0.061,0.021,0.361,0.149,0.047,0.0,0.0069999999999999,0.099
7,8,30,1,0.029,0.024,0.018,0.145,0.319,0.027,0.046,0.0,0.392
8,4,30,1,0.071,0.033,0.083,0.194,0.42,0.031,0.111,0.056,0.0
1,5,31,2,0.001,0.0,0.014,0.064,0.114,0.434,0.093,0.214,0.065
2,7,31,2,0.014,0.029,0.0,0.103,0.081,0.0,0.014,0.6,0.159
3,4,31,1,0.087,0.061,0.054,0.0,0.406,0.086,0.09,0.066,0.15
4,6,31,1,0.01,0.041,0.096,0.089,0.0,0.031,0.645,0.026,0.061
5,4,31,1,0.03,0.013,0.039,0.392,0.423,0.0,0.016,0.0,0.088
6,0,31,2,0.343,0.095,0.03,0.199,0.166,0.051,0.0,0.019,0.097
7,8,31,1,0.03,0.029,0.026,0.146,0.341,0.01,0.043,0.0,0.376
8,0,31,1,0.38,0.041,0.04,0.172,0.227,0.006,0.098,0.037,0.0
1,5,32,2,0.004,0.0,0.019,0.04,0.111,0.493,0.064,0.217,0.052
2,7,32,2,0.017,0.029,0.0,0.107,0.0819999999999999,0.0,0.013,0.597,0.155
3,4,32,1,0.09,0.054,0.057,0.0,0.412,0.086,0.087,0.069,0.146
4,6,32,1,0.0,0.043,0.096,0.08,0.0,0.029,0.6679999999999999,0.037,0.047
5,4,32,1,0.029,0.011,0.041,0.347,0.455,0.0,0.014,0.0,0.102
6,3,32,2,0.243,0.071,0.02,0.315,0.172,0.047,0.0,0.019,0.114
7,8,32,1,0.03,0.029,0.024,0.149,0.335,0.021,0.038,0.0,0.373
8,0,32,1,0.54,0.041,0.022,0.162,0.101,0.001,0.094,0.039,0.0
1,5,33,2,0.01,0.0,0.029,0.066,0.123,0.449,0.08,0.194,0.049
2,7,33,2,0.027,0.029,0.0,0.1,0.089,0.0,0.014,0.6,0.141
3,4,33,1,0.114,0.039,0.069,0.0,0.424,0.083,0.086,0.074,0.11
4,6,33,1,0.0,0.043,0.091,0.093,0.0,0.026,0.6729999999999999,0.014,0.06
5,3,33,1,0.05,0.006,0.046,0.54,0.284,0.0,0.019,0.006,0.05
6,3,33,2,0.101,0.07,0.014,0.472,0.174,0.056,0.0,0.014,0.098
7,4,33,1,0.037,0.046,0.042,0.198,0.411,0.03,0.024,0.0,0.212
8,0,33,1,0.336,0.042,0.049,0.193,0.178,0.017,0.125,0.06,0.0
1,5,34,2,0.0,0.0,0.016,0.056,0.109,0.504,0.061,0.21,0.044
2,7,34,2,0.029,0.029,0.0,0.104,0.086,0.0,0.013,0.597,0.143
3,1,34,1,0.066,0.324,0.041,0.0,0.302,0.096,0.029,0.059,0.084
4,6,34,1,0.0,0.043,0.093,0.086,0.0,0.029,0.664,0.014,0.071
5,0,34,1,0.409,0.063,0.045,0.128,0.202,0.0,0.075,0.014,0.065
6,3,34,2,0.264,0.051,0.014,0.392,0.134,0.046,0.0,0.013,0.086
7,4,34,1,0.051,0.071,0.04,0.236,0.442,0.056,0.012,0.0,0.093
8,3,34,1,0.193,0.03,0.094,0.235,0.153,0.031,0.193,0.07,0.0
1,5,35,2,0.0,0.0,0.021,0.053,0.128,0.496,0.067,0.193,0.042
2,7,35,2,0.04,0.042,0.0,0.132,0.11,0.009,0.013,0.5,0.155
3,4,35,1,0.099,0.133,0.076,0.0,0.348,0.09,0.0819999999999999,0.063,0.109
4,6,35,1,0.0,0.043,0.092,0.086,0.0,0.029,0.6659999999999999,0.014,0.071
5,4,35,1,0.07,0.051,0.17,0.216,0.261,0.0,0.14,0.029,0.064
6,3,35,2,0.209,0.083,0.021,0.34,0.168,0.047,0.0,0.017,0.115
7,4,35,1,0.04,0.069,0.139,0.225,0.356,0.046,0.044,0.0,0.081
8,3,35,1,0.113,0.046,0.111,0.226,0.19,0.044,0.189,0.081,0.0
1,5,36,2,0.003,0.0,0.014,0.052,0.245,0.397,0.073,0.1669999999999999,0.049
2,7,36,2,0.03,0.021,0.0,0.166,0.134,0.006,0.006,0.403,0.235
3,1,36,1,0.066,0.276,0.053,0.0,0.276,0.099,0.039,0.07,0.122
4,6,36,1,0.0,0.043,0.092,0.086,0.0,0.029,0.6679999999999999,0.014,0.069
5,4,36,1,0.291,0.059,0.039,0.125,0.317,0.0,0.074,0.014,0.08
6,3,36,2,0.119,0.102,0.024,0.374,0.19,0.056,0.0,0.014,0.121
7,4,36,1,0.06,0.063,0.066,0.244,0.392,0.03,0.049,0.0,0.097
8,3,36,1,0.207,0.043,0.091,0.217,0.199,0.03,0.138,0.076,0.0
1,5,37,2,0.017,0.0,0.036,0.06,0.13,0.42,0.109,0.177,0.051
2,7,37,2,0.03,0.027,0.0,0.131,0.103,0.003,0.01,0.5329999999999999,0.1639999999999999
3,4,37,1,0.101,0.04,0.066,0.0,0.401,0.103,0.086,0.076,0.128
4,6,37,1,0.001,0.043,0.09,0.086,0.0,0.027,0.68,0.014,0.059
5,4,37,1,0.184,0.059,0.019,0.129,0.483,0.0,0.021,0.006,0.1
6,1,37,2,0.02,0.385,0.086,0.144,0.166,0.06,0.0,0.019,0.121
7,4,37,1,0.036,0.08,0.027,0.198,0.51,0.043,0.02,0.0,0.086
8,3,37,1,0.074,0.035,0.148,0.241,0.209,0.043,0.152,0.097,0.0
1,5,38,2,0.0069999999999999,0.0,0.037,0.05,0.093,0.447,0.1369999999999999,0.171,0.057
2,7,38,2,0.029,0.029,0.0,0.114,0.085,0.0,0.014,0.6,0.129
3,4,38,1,0.1,0.066,0.077,0.0,0.357,0.123,0.1,0.067,0.11
4,6,38,1,0.0,0.043,0.091,0.086,0.0,0.029,0.682,0.014,0.056
