user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6
3,2,11,1,0.231,0.111,0.351,0.0,0.073,0.059,0.174
4,6,11,1,0.1,0.14,0.043,0.107,0.0,0.119,0.491
5,0,11,2,0.477,0.074,0.019,0.153,0.071,0.0,0.206
6,1,11,1,0.129,0.653,0.074,0.046,0.029,0.07,0.0
1,0,12,2,0.6629999999999999,0.0,0.114,0.071,0.057,0.071,0.023
2,6,12,1,0.154,0.059,0.0,0.063,0.091,0.0,0.633
3,2,12,1,0.207,0.066,0.586,0.0,0.036,0.04,0.066
4,0,12,1,0.21,0.206,0.046,0.204,0.0,0.171,0.163
5,6,12,2,0.273,0.051,0.017,0.184,0.071,0.0,0.403
6,0,12,1,0.68,0.126,0.031,0.067,0.043,0.053,0.0
1,0,13,2,0.634,0.0,0.109,0.09,0.059,0.076,0.033
2,6,13,1,0.113,0.047,0.0,0.059,0.07,0.0,0.711
3,2,13,1,0.216,0.07,0.537,0.0,0.031,0.029,0.117
4,5,13,1,0.209,0.154,0.037,0.131,0.0,0.253,0.216
5,0,13,2,0.426,0.073,0.021,0.163,0.064,0.0,0.253
6,0,13,1,0.7240000000000001,0.1,0.029,0.057,0.044,0.046,0.0
1,0,14,2,0.6859999999999999,0.0,0.116,0.057,0.056,0.071,0.014
2,6,14,1,0.216,0.047,0.0,0.066,0.054,0.0,0.617
3,0,14,1,0.523,0.076,0.283,0.0,0.023,0.031,0.064
4,0,14,1,0.401,0.139,0.006,0.186,0.0,0.119,0.15
5,0,14,2,0.446,0.053,0.016,0.134,0.053,0.0,0.299
6,0,14,1,0.727,0.1,0.029,0.057,0.046,0.041,0.0
1,0,15,2,0.7859999999999999,0.0,0.08,0.034,0.04,0.05,0.01
2,6,15,1,0.289,0.06,0.0,0.163,0.06,0.001,0.4270000000000001
3,0,15,1,0.779,0.09,0.024,0.0,0.024,0.013,0.07
4,0,15,1,0.401,0.163,0.0,0.221,0.0,0.116,0.099
5,0,15,2,0.677,0.024,0.0069999999999999,0.083,0.029,0.0,0.18
6,0,15,1,0.784,0.077,0.021,0.05,0.04,0.027,0.0
1,0,16,2,0.684,0.0,0.109,0.044,0.056,0.071,0.036
2,6,16,1,0.11,0.066,0.0,0.157,0.06,0.0,0.607
3,0,16,1,0.5329999999999999,0.099,0.057,0.0,0.039,0.043,0.23
4,3,16,1,0.25,0.171,0.047,0.33,0.0,0.131,0.07
5,6,16,2,0.351,0.024,0.013,0.15,0.046,0.0,0.416
6,0,16,1,0.677,0.1639999999999999,0.027,0.053,0.051,0.027,0.0
1,0,17,2,0.674,0.0,0.113,0.051,0.057,0.071,0.033
2,6,17,1,0.126,0.091,0.0,0.063,0.04,0.0,0.68
3,0,17,1,0.727,0.097,0.03,0.0,0.03,0.019,0.097
4,3,17,1,0.264,0.191,0.036,0.273,0.0,0.1369999999999999,0.099
5,6,17,2,0.229,0.014,0.01,0.1369999999999999,0.061,0.0,0.5489999999999999
6,0,17,1,0.696,0.144,0.03,0.053,0.05,0.027,0.0
1,0,18,2,0.7509999999999999,0.0,0.086,0.05,0.044,0.054,0.014
2,0,18,1,0.511,0.087,0.0,0.03,0.021,0.001,0.349
3,0,18,1,0.8029999999999999,0.08,0.023,0.0,0.023,0.011,0.06
4,3,18,1,0.344,0.113,0.0,0.429,0.0,0.049,0.066
5,0,18,2,0.44,0.0069999999999999,0.0,0.091,0.024,0.0,0.4370000000000001
6,0,18,1,0.853,0.057,0.014,0.037,0.023,0.016,0.0
1,0,19,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,19,1,0.971,0.029,0.0,0.0,0.0,0.0,0.0
3,0,19,1,0.993,0.0,0.0069999999999999,0.0,0.0,0.0,0.0
4,0,19,1,0.377,0.101,0.009,0.109,0.0,0.114,0.29
5,0,19,2,0.6829999999999999,0.0,0.0,0.036,0.006,0.0,0.276
6,0,19,1,0.939,0.019,0.003,0.026,0.011,0.003,0.0
1,0,20,2,0.966,0.0,0.011,0.009,0.004,0.0069999999999999,0.003
2,0,20,1,0.971,0.029,0.0,0.0,0.0,0.0,0.0
3,0,20,1,0.993,0.0,0.0069999999999999,0.0,0.0,0.0,0.0
4,0,20,1,0.449,0.106,0.001,0.317,0.0,0.084,0.043
5,0,20,2,0.769,0.0,0.0,0.036,0.0,0.0,0.196
6,0,20,1,0.967,0.014,0.0,0.014,0.004,0.0,0.0
1,0,21,2,0.821,0.0,0.07,0.029,0.03,0.041,0.009
2,0,21,1,0.887,0.066,0.0,0.02,0.006,0.003,0.019
3,0,21,1,0.883,0.033,0.034,0.0,0.011,0.014,0.024
4,3,21,1,0.363,0.1,0.0,0.43,0.0,0.049,0.059
5,0,21,2,0.7959999999999999,0.0,0.0,0.031,0.0,0.0,0.173
6,0,21,1,0.8809999999999999,0.041,0.01,0.034,0.02,0.013,0.0
1,0,22,2,0.816,0.0,0.057,0.026,0.02,0.064,0.017
2,0,22,1,0.899,0.056,0.0,0.02,0.006,0.003,0.017
3,0,22,1,0.85,0.047,0.037,0.0,0.014,0.016,0.036
4,0,22,1,0.446,0.111,0.011,0.067,0.0,0.196,0.1689999999999999
5,0,22,2,0.79,0.001,0.0,0.044,0.003,0.0,0.161
6,0,22,1,0.904,0.037,0.009,0.029,0.011,0.01,0.0
1,0,23,2,0.7859999999999999,0.0,0.077,0.04,0.031,0.051,0.014
2,0,23,1,0.883,0.06,0.0,0.023,0.01,0.003,0.021
3,0,23,1,0.474,0.329,0.113,0.0,0.02,0.021,0.043
4,0,23,1,0.517,0.136,0.016,0.086,0.0,0.186,0.06
5,0,23,2,0.823,0.004,0.0,0.041,0.001,0.0,0.13
6,0,23,1,0.871,0.037,0.016,0.037,0.021,0.017,0.0
1,0,24,2,0.6890000000000001,0.0,0.119,0.057,0.053,0.069,0.014
2,0,24,1,0.7,0.146,0.0,0.043,0.026,0.014,0.071
3,0,24,1,0.341,0.19,0.243,0.0,0.051,0.056,0.119
4,5,24,1,0.261,0.133,0.026,0.09,0.0,0.34,0.15
5,0,24,2,0.439,0.033,0.014,0.114,0.046,0.0,0.354
6,0,24,1,0.7440000000000001,0.09,0.029,0.056,0.043,0.039,0.0
1,0,25,2,0.6859999999999999,0.0,0.126,0.057,0.046,0.071,0.014
2,0,25,1,0.687,0.159,0.0,0.043,0.026,0.014,0.071
3,0,25,1,0.411,0.117,0.246,0.0,0.053,0.054,0.119
4,5,25,1,0.1369999999999999,0.07,0.033,0.07,0.0,0.6409999999999999,0.049
5,0,25,2,0.45,0.024,0.039,0.133,0.07,0.0,0.284
6,0,25,1,0.7440000000000001,0.084,0.029,0.057,0.043,0.043,0.0
1,0,26,2,0.809,0.0,0.076,0.04,0.024,0.041,0.01
2,0,26,1,0.833,0.094,0.0,0.023,0.013,0.006,0.031
3,0,26,1,0.754,0.077,0.114,0.0,0.01,0.011,0.033
4,5,26,1,0.377,0.059,0.016,0.057,0.0,0.467,0.024
5,0,26,2,0.389,0.021,0.369,0.091,0.053,0.0,0.077
6,0,26,1,0.7909999999999999,0.07,0.024,0.046,0.036,0.033,0.0
1,0,27,2,0.763,0.0,0.073,0.044,0.04,0.063,0.017
2,0,27,1,0.774,0.124,0.0,0.03,0.013,0.01,0.049
3,0,27,1,0.797,0.046,0.024,0.0,0.013,0.019,0.101
4,0,27,1,0.5329999999999999,0.071,0.013,0.039,0.0,0.044,0.3
5,0,27,2,0.491,0.021,0.131,0.09,0.05,0.0,0.216
6,0,27,1,0.813,0.061,0.02,0.046,0.036,0.024,0.0
1,0,28,2,0.3,0.0,0.151,0.116,0.063,0.077,0.293
2,0,28,1,0.669,0.159,0.0,0.04,0.021,0.014,0.097
3,6,28,1,0.383,0.086,0.044,0.0,0.033,0.024,0.43
4,6,28,1,0.119,0.11,0.04,0.039,0.0,0.076,0.617
5,2,28,2,0.181,0.011,0.43,0.136,0.047,0.0,0.194
6,0,28,1,0.736,0.089,0.029,0.063,0.043,0.041,0.0
1,3,29,2,0.179,0.0,0.063,0.557,0.079,0.046,0.077
2,0,29,1,0.6970000000000001,0.147,0.0,0.043,0.027,0.014,0.071
3,6,29,1,0.306,0.113,0.097,0.0,0.056,0.056,0.373
4,0,29,1,0.481,0.081,0.067,0.107,0.0,0.1,0.163
5,1,29,2,0.17,0.204,0.177,0.153,0.094,0.0,0.201
6,0,29,1,0.7390000000000001,0.099,0.029,0.059,0.043,0.033,0.0
1,3,30,2,0.254,0.0,0.136,0.317,0.08,0.051,0.161
2,0,30,1,0.7190000000000001,0.126,0.0,0.043,0.027,0.014,0.071
3,0,30,1,0.3670000000000001,0.096,0.099,0.0,0.053,0.06,0.326
4,6,30,1,0.296,0.117,0.043,0.101,0.0,0.123,0.32
5,6,30,2,0.284,0.043,0.016,0.154,0.074,0.0,0.429
6,0,30,1,0.7390000000000001,0.1,0.029,0.057,0.043,0.033,0.0
1,6,31,2,0.1689999999999999,0.0,0.209,0.126,0.074,0.089,0.334
2,0,31,1,0.6890000000000001,0.127,0.0,0.039,0.017,0.014,0.114
3,6,31,1,0.153,0.076,0.056,0.0,0.033,0.011,0.6709999999999999
4,6,31,1,0.069,0.113,0.043,0.047,0.0,0.061,0.667
5,6,31,2,0.21,0.021,0.014,0.161,0.06,0.0,0.5329999999999999
6,0,31,1,0.733,0.1,0.029,0.057,0.051,0.03,0.0
1,0,32,2,0.299,0.0,0.22,0.127,0.07,0.113,0.171
2,0,32,1,0.711,0.13,0.0,0.043,0.02,0.014,0.081
3,6,32,1,0.221,0.081,0.066,0.0,0.037,0.031,0.563
4,6,32,1,0.104,0.109,0.033,0.006,0.0,0.053,0.696
5,6,32,2,0.351,0.023,0.014,0.149,0.05,0.0,0.413
6,0,32,1,0.73,0.1,0.029,0.057,0.049,0.036,0.0
1,6,33,2,0.057,0.0,0.161,0.076,0.05,0.227,0.429
2,0,33,1,0.687,0.124,0.0,0.039,0.014,0.014,0.121
3,6,33,1,0.153,0.073,0.056,0.0,0.033,0.013,0.6729999999999999
4,6,33,1,0.047,0.109,0.041,0.02,0.0,0.06,0.723
5,6,33,2,0.214,0.014,0.021,0.146,0.057,0.0,0.547
6,0,33,1,0.733,0.1,0.029,0.057,0.043,0.039,0.0
1,5,34,2,0.096,0.0,0.153,0.076,0.151,0.401,0.123
2,0,34,1,0.7090000000000001,0.134,0.0,0.043,0.029,0.014,0.071
3,6,34,1,0.194,0.08,0.067,0.0,0.043,0.026,0.59
4,6,34,1,0.06,0.116,0.043,0.03,0.0,0.059,0.693
5,6,34,2,0.29,0.023,0.029,0.146,0.057,0.0,0.456
6,0,34,1,0.703,0.1369999999999999,0.029,0.056,0.043,0.033,0.0
1,3,35,2,0.099,0.0,0.156,0.42,0.089,0.101,0.136
2,0,35,1,0.693,0.15,0.0,0.043,0.029,0.014,0.071
3,6,35,1,0.277,0.093,0.114,0.0,0.063,0.083,0.37
4,6,35,1,0.08,0.099,0.039,0.026,0.0,0.063,0.6940000000000001
5,6,35,2,0.301,0.02,0.017,0.159,0.059,0.0,0.444
6,0,35,1,0.5,0.321,0.046,0.054,0.041,0.037,0.0
1,3,36,2,0.056,0.0,0.071,0.629,0.073,0.071,0.1
2,0,36,1,0.679,0.1639999999999999,0.0,0.043,0.029,0.014,0.071
3,6,36,1,0.244,0.09,0.12,0.0,0.07,0.1,0.376
4,6,36,1,0.057,0.099,0.043,0.033,0.0,0.08,0.6890000000000001
5,6,36,2,0.357,0.037,0.014,0.1669999999999999,0.064,0.0,0.36
6,1,36,1,0.284,0.537,0.05,0.047,0.034,0.047,0.0
1,3,37,2,0.057,0.0,0.071,0.629,0.071,0.071,0.1
2,0,37,1,0.69,0.153,0.0,0.043,0.029,0.014,0.071
3,6,37,1,0.183,0.077,0.069,0.0,0.043,0.013,0.616
4,6,37,1,0.136,0.117,0.049,0.103,0.0,0.126,0.47
5,6,37,2,0.296,0.021,0.019,0.16,0.074,0.0,0.43
6,1,37,1,0.21,0.557,0.091,0.044,0.039,0.059,0.0
1,3,38,2,0.043,0.0,0.07,0.579,0.103,0.069,0.1369999999999999
2,0,38,1,0.494,0.159,0.0,0.054,0.04,0.01,0.243
3,6,38,1,0.16,0.071,0.084,0.0,0.041,0.017,0.626
4,6,38,1,0.057,0.099,0.043,0.017,0.0,0.06,0.7240000000000001
5,6,38,2,0.32,0.086,0.026,0.154,0.09,0.0,0.324
6,2,38,1,0.113,0.14,0.5589999999999999,0.09,0.027,0.071,0.0
1,3,39,2,0.017,0.0,0.08,0.347,0.31,0.053,0.193
2,6,39,1,0.029,0.09,0.0,0.067,0.07,0.0,0.7440000000000001
3,6,39,1,0.144,0.07,0.08,0.0,0.044,0.033,0.629
4,6,39,1,0.09,0.1,0.03,0.051,0.0,0.089,0.64
5,6,39,2,0.07,0.15,0.037,0.116,0.101,0.0,0.526
6,1,39,1,0.214,0.463,0.149,0.08,0.044,0.05,0.0
1,6,40,2,0.001,0.0,0.014,0.066,0.019,0.011,0.889
2,6,40,1,0.004,0.017,0.0,0.0069999999999999,0.0069999999999999,0.0,0.964
3,6,40,1,0.016,0.01,0.0069999999999999,0.0,0.003,0.003,0.961
4,6,40,1,0.066,0.309,0.01,0.193,0.0,0.073,0.35
5,6,40,2,0.029,0.199,0.014,0.014,0.019,0.0,0.726
6,1,40,1,0.126,0.6509999999999999,0.091,0.057,0.043,0.031,0.0
1,6,41,2,0.016,0.0,0.049,0.104,0.09,0.014,0.727
2,6,41,1,0.036,0.067,0.0,0.036,0.033,0.0,0.8290000000000001
3,6,41,1,0.307,0.193,0.059,0.0,0.017,0.031,0.393
4,6,41,1,0.079,0.097,0.029,0.101,0.0,0.089,0.606
5,6,41,2,0.113,0.011,0.01,0.087,0.044,0.0,0.7340000000000001
6,1,41,1,0.174,0.436,0.144,0.111,0.053,0.081,0.0
1,4,42,2,0.033,0.0,0.094,0.153,0.5710000000000001,0.066,0.083
2,6,42,1,0.036,0.121,0.0,0.064,0.057,0.0,0.721
3,1,42,1,0.129,0.629,0.086,0.0,0.029,0.071,0.057
4,6,42,1,0.094,0.13,0.046,0.13,0.0,0.136,0.464
5,0,42,2,0.477,0.087,0.03,0.131,0.071,0.0,0.203
6,1,42,1,0.229,0.359,0.136,0.117,0.056,0.104,0.0
1,4,43,2,0.071,0.0,0.216,0.21,0.237,0.121,0.144
2,6,43,1,0.071,0.114,0.0,0.063,0.06,0.0,0.691
3,0,43,1,0.441,0.3,0.086,0.0,0.037,0.049,0.087
4,1,43,1,0.109,0.311,0.124,0.249,0.0,0.101,0.106
5,0,43,2,0.48,0.109,0.04,0.117,0.069,0.0,0.186
6,1,43,1,0.11,0.6509999999999999,0.086,0.054,0.043,0.056,0.0
1,3,44,2,0.069,0.0,0.166,0.413,0.119,0.099,0.136
2,6,44,1,0.103,0.114,0.0,0.057,0.054,0.001,0.67
3,0,44,1,0.6990000000000001,0.174,0.036,0.0,0.021,0.0069999999999999,0.063
4,1,44,1,0.1,0.68,0.027,0.066,0.0,0.033,0.094
5,0,44,2,0.489,0.146,0.029,0.091,0.074,0.0,0.171
6,1,44,1,0.126,0.643,0.1,0.043,0.036,0.053,0.0
1,3,45,2,0.043,0.0,0.067,0.476,0.306,0.047,0.061
2,6,45,1,0.027,0.073,0.0,0.071,0.094,0.0,0.7340000000000001
3,0,45,1,0.7,0.176,0.036,0.0,0.014,0.0,0.074
4,1,45,1,0.1,0.6729999999999999,0.029,0.059,0.0,0.041,0.099
5,0,45,2,0.417,0.191,0.027,0.08,0.089,0.0,0.196
6,1,45,1,0.131,0.657,0.1,0.029,0.029,0.054,0.0
1,6,46,2,0.087,0.0,0.247,0.116,0.197,0.079,0.274
2,6,46,1,0.03,0.059,0.0,0.06,0.1,0.0,0.7509999999999999
3,0,46,1,0.7390000000000001,0.113,0.041,0.0,0.024,0.01,0.073
4,1,46,1,0.091,0.5770000000000001,0.041,0.096,0.0,0.081,0.113
5,0,46,2,0.38,0.1,0.02,0.229,0.093,0.0,0.179
6,1,46,1,0.129,0.6509999999999999,0.103,0.031,0.029,0.057,0.0
1,6,47,2,0.083,0.0,0.224,0.11,0.166,0.071,0.346
2,6,47,1,0.03,0.056,0.0,0.063,0.1,0.0,0.7509999999999999
3,0,47,1,0.743,0.109,0.039,0.0,0.024,0.01,0.076
4,1,47,1,0.1,0.466,0.113,0.116,0.0,0.097,0.109
5,0,47,2,0.476,0.097,0.029,0.136,0.083,0.0,0.18
6,1,47,1,0.127,0.653,0.101,0.031,0.029,0.059,0.0
1,4,48,2,0.056,0.0,0.11,0.071,0.606,0.061,0.096
2,6,48,1,0.027,0.061,0.0,0.071,0.1,0.0,0.74
3,0,48,1,0.607,0.149,0.037,0.0,0.023,0.009,0.176
4,1,48,1,0.094,0.67,0.017,0.06,0.0,0.03,0.129
5,0,48,2,0.397,0.097,0.029,0.16,0.091,0.0,0.226
6,1,48,1,0.129,0.654,0.1,0.031,0.03,0.056,0.0
1,4,49,2,0.047,0.0,0.1369999999999999,0.081,0.407,0.106,0.221
2,6,49,1,0.017,0.077,0.0,0.069,0.1,0.0,0.737
3,6,49,1,0.061,0.001,0.097,0.0,0.067,0.073,0.7
4,1,49,1,0.073,0.599,0.017,0.059,0.0,0.03,0.223
5,0,49,2,0.383,0.059,0.037,0.127,0.089,0.0,0.306
6,5,49,1,0.179,0.1669999999999999,0.044,0.066,0.006,0.539,0.0
1,4,50,2,0.041,0.0,0.114,0.063,0.517,0.087,0.177
2,6,50,1,0.029,0.063,0.0,0.071,0.099,0.0,0.7390000000000001
3,6,50,1,0.053,0.013,0.09,0.0,0.07,0.073,0.701
4,1,50,1,0.066,0.361,0.016,0.311,0.0,0.056,0.19
5,1,50,2,0.177,0.34,0.09,0.109,0.089,0.0,0.196
6,5,50,1,0.203,0.141,0.017,0.039,0.0,0.6,0.0
1,4,51,2,0.039,0.0,0.127,0.047,0.523,0.079,0.186
2,6,51,1,0.014,0.067,0.0,0.073,0.099,0.0,0.747
3,6,51,1,0.053,0.03,0.143,0.0,0.051,0.053,0.67
4,6,51,1,0.063,0.086,0.024,0.084,0.0,0.099,0.644
5,6,51,2,0.059,0.151,0.071,0.131,0.114,0.0,0.473
6,5,51,1,0.226,0.15,0.113,0.109,0.036,0.3670000000000001,0.0
1,3,52,2,0.051,0.0,0.237,0.243,0.237,0.096,0.136
2,6,52,1,0.019,0.1,0.0,0.1669999999999999,0.127,0.017,0.57
3,6,52,1,0.109,0.059,0.271,0.0,0.056,0.056,0.45
4,6,52,1,0.066,0.143,0.046,0.1639999999999999,0.0,0.114,0.467
5,1,52,2,0.02,0.679,0.066,0.107,0.054,0.0,0.074
6,3,52,1,0.107,0.066,0.234,0.463,0.059,0.071,0.0
1,3,53,2,0.06,0.0,0.19,0.29,0.21,0.11,0.14
2,6,53,1,0.021,0.131,0.0,0.17,0.093,0.02,0.564
3,2,53,1,0.109,0.06,0.501,0.0,0.054,0.044,0.231
4,6,53,1,0.026,0.113,0.04,0.113,0.0,0.09,0.619
5,1,53,2,0.02,0.679,0.066,0.107,0.057,0.0,0.071
6,3,53,1,0.119,0.07,0.089,0.507,0.1369999999999999,0.079,0.0
1,3,54,2,0.053,0.0,0.2,0.253,0.101,0.193,0.2
2,6,54,1,0.014,0.116,0.0,0.07,0.057,0.0,0.743
3,6,54,1,0.096,0.049,0.217,0.0,0.046,0.029,0.564
4,3,54,1,0.047,0.081,0.016,0.687,0.0,0.057,0.111
5,1,54,2,0.027,0.6509999999999999,0.07,0.063,0.056,0.0,0.133
6,5,54,1,0.123,0.05,0.069,0.233,0.163,0.363,0.0
1,4,55,2,0.037,0.0,0.119,0.044,0.374,0.287,0.139
2,6,55,1,0.014,0.117,0.0,0.07,0.053,0.0,0.746
3,6,55,1,0.084,0.054,0.086,0.0,0.043,0.03,0.703
4,3,55,1,0.054,0.103,0.043,0.404,0.0,0.237,0.159
5,1,55,2,0.033,0.619,0.086,0.077,0.067,0.0,0.119
6,0,55,1,0.247,0.143,0.18,0.166,0.134,0.13,0.0
1,4,56,2,0.043,0.0,0.1,0.03,0.6409999999999999,0.086,0.1
2,6,56,1,0.056,0.204,0.0,0.059,0.04,0.003,0.639
3,6,56,1,0.086,0.057,0.086,0.0,0.043,0.029,0.7
4,5,56,1,0.014,0.071,0.073,0.086,0.0,0.6709999999999999,0.084
5,1,56,2,0.073,0.393,0.15,0.153,0.113,0.0,0.119
6,0,56,1,0.273,0.217,0.1369999999999999,0.129,0.049,0.196,0.0
1,2,57,2,0.073,0.0,0.266,0.156,0.139,0.156,0.211
2,0,57,1,0.597,0.24,0.0,0.034,0.019,0.014,0.096
3,6,57,1,0.097,0.054,0.076,0.0,0.043,0.03,0.7
4,5,57,1,0.021,0.087,0.06,0.076,0.0,0.504,0.251
5,1,57,2,0.084,0.249,0.1639999999999999,0.2,0.149,0.0,0.154
6,1,57,1,0.177,0.484,0.114,0.1,0.051,0.073,0.0
1,2,58,2,0.066,0.0,0.316,0.104,0.149,0.23,0.136
2,1,58,1,0.114,0.8290000000000001,0.0,0.01,0.004,0.0069999999999999,0.036
3,1,58,1,0.134,0.639,0.09,0.0,0.019,0.013,0.106
4,1,58,1,0.05,0.601,0.02,0.041,0.0,0.08,0.207
5,1,58,2,0.039,0.569,0.079,0.129,0.1,0.0,0.086
6,1,58,1,0.05,0.84,0.033,0.033,0.017,0.027,0.0
1,3,59,2,0.067,0.0,0.16,0.361,0.077,0.199,0.136
2,1,59,1,0.003,0.997,0.0,0.0,0.0,0.0,0.0
3,1,59,1,0.004,0.986,0.001,0.0,0.001,0.006,0.001
4,1,59,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,1,59,2,0.013,0.856,0.046,0.036,0.033,0.0,0.017
6,1,59,1,0.0,0.999,0.0,0.001,0.0,0.0,0.0
1,3,60,2,0.054,0.0,0.091,0.57,0.119,0.073,0.093
2,1,60,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,1,60,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,1,60,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,1,60,2,0.0,0.999,0.0,0.0,0.0,0.0,0.001
6,1,60,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,61,2,0.081,0.0,0.334,0.1,0.179,0.083,0.223
2,1,61,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,1,61,1,0.001,0.994,0.0,0.0,0.0,0.004,0.0
4,1,61,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,1,61,2,0.006,0.974,0.003,0.003,0.0069999999999999,0.0,0.0069999999999999
6,1,61,1,0.0,0.999,0.0,0.001,0.0,0.0,0.0
